name,name_id,edu_type,university,university_id,qualification,award_date
Brian Shane,2206865,Education,Hebrew University of Jerusalem,43828,MA,1983-01-01
Adam Fee,2206874,Education,Yale University,62981,BA,2003-01-01
Adam Fee,2206874,Education,Harvard Law School,63035,JD,2006-01-01
Uana Coccoloni,2206875,Education,Fairfield University,39472,BA,
Sam Donnell,2206877,Education,University of Alabama (UA),62136,BS,2013-01-01
Sam Donnell,2206877,Education,University of Alabama (UA),62136,Master of Accountancy (MAcc),2014-01-01
Sundar Raman,2206880,Education,Harvard Business School,63013,Studied,2015-01-01
Sundar Raman,2206880,Education,Indian Institute of Management Calcutta (IIMC),77753,Post Graduate Diploma in Management (PGDM),1998-01-01
Sundar Raman,2206880,Education,Indian Institute of Technology (IIT) Madras,486821,BTech,1996-01-01
Mindy Sherwood,2206882,Education,Aquinas College,83137,BS,1989-01-01
Puneet Gupta,2206883,Education,Delhi Technological University (Formerly Known as Delhi College of Engineering),807583,Graduated,1999-01-01
Nitish Pargal,2206889,Education,J Mack Robinson College of Business Georgia State University,460260,MBA,
Nitish Pargal,2206889,Education,Loyola College,836966,Bachelor's Degree,
Nitish Pargal,2206889,Education,New Jersey Institute of Technology (NJIT),61413,MS,
Brian Border,2206890,Education,Stanford University,61935,BA,
Byungho Hyun,2206891,Education,POSTECH-CATHOLIC Biomedical Engineering Institute (PCBMI),2501337,Bachelor's Degree,1998-01-01
Byungho Hyun,2206891,Education,Tuck School of Business at Dartmouth (Amos Tuck School of Business Administration),632975,MBA,2006-01-01
Spencer Nam,2206894,Education,Harvard College,63125,BA,1995-01-01
Spencer Nam,2206894,Education,Harvard Business School,63013,MBA,1999-01-01
Jed Hughes,2206901,Education,Stanford University,61935,MA,1972-01-01
Jed Hughes,2206901,Education,University of Michigan,63187,PhD,1976-01-01
Scott Rosen,2206902,Education,Emory University,60627,BBA,1978-01-01
Scott Rosen,2206902,Education,Cleveland Marshall College of Law,84917,JD,1983-01-01
Mark Noferi,2206906,Education,Stanford University School of Law,77691,JD,2005-01-01
Mark Noferi,2206906,Education,Boston College,60193,BA,1996-01-01
Doctor Sebastian Heim,2206908,Education,London School of Economics (LSE) (London School of Economics and Political Science),38522,MSc,2010-01-01
Doctor Sebastian Heim,2206908,Education,Universitt Mannheim (University of Mannheim),44135,Studied,2005-01-01
Doctor Sebastian Heim,2206908,Education,Universitt Mannheim (University of Mannheim),44135,Doctor of Law,2011-01-01
Johnny Dwiggins,2206912,Education,Wake Forest University School of Business,1798338,Studied,
John Harty,2206913,Education,University of Limerick,62415,BBS (Bachelor of Business Studies),2003-01-01
Beth Liebmann,2206914,Education,University of Miami School of Law,460566,JD,1984-01-01
Beth Liebmann,2206914,Education,Brandeis University,60203,BA,1981-01-01
Michael Baird,2206917,Education,Clayton State University,872881,Bachelor's Degree,1989-01-01
Michael Baird,2206917,Education,Georgia State University Law School,95857,JD,1992-01-01
Jonathan Hutchings,2206919,Education,University of Leicester,62408,Graduated,1992-01-01
Doctor Keith Halperin,2206920,Education,Drew University,60541,BA,1971-01-01
Doctor Keith Halperin,2206920,Education,University of Kansas,80243,PhD,1977-01-01
Doctor Marion Heil,2206922,Education,European Business School (EBS),64263,Graduated,1992-01-01
Doctor Marion Heil,2206922,Education,Wirtschaftsuniversitt Wien (Vienna University of Economics and Business Administration),643463,Masters Degree,1996-01-01
Doctor Marion Heil,2206922,Education,Wirtschaftsuniversitt Wien (Vienna University of Economics and Business Administration),643463,PhD,2001-01-01
Doctor Marion Heil,2206922,Education,Ecole Superieure de Commerce de La Rochelle,1547999,Graduated,1992-01-01
Doctor Marion Heil,2206922,Education,University of Colorado at Colorado Springs (UCCS),1558956,Graduated,1992-01-01
David Hargis,2206923,Education,Houston College of Law (Formerly known as South Texas College of Law),81426,JD,2011-01-01
David Hargis,2206923,Education,Texas State University San Marcos,1485433,BS (cum laude),2007-01-01
Alex Busch,2206924,Education,Dartmouth College,60488,PhD,2013-01-01
Alex Busch,2206924,Education,Rensselaer Polytechnic Institute (RPI),61687,BS,2008-01-01
Nate Hines,2206925,Education,International Coach Federation (ICF),594996,Professional Certified Coach (PCC),
Nate Hines,2206925,Education,California State University-Dominguez Hills,733115,Graduated,
James LaRue,2206926,Education,Houston College of Law (Formerly known as South Texas College of Law),81426,JD,2000-05-01
James LaRue,2206926,Education,University of Texas at Austin,62742,BBA,1991-01-01
Paul Chou,2206928,Education,Indiana University Bloomington,1337103,Bachelor's Degree (Distinction),1983-01-01
Paul Chou,2206928,Education,State of New York at Stony Brook,93857,Masters Degree,1985-01-01
Sophie Pilon,2206929,Education,Universit de Montral,591809,Bachelor's Degree,2006-01-01
Sophie Pilon,2206929,Education,Universit Laval (Laval University),605194,Masters Degree,2008-01-01
Peggy Hazard,2206930,Education,Harvard University,63830,Studied,1996-01-01
Peggy Hazard,2206930,Education,Wharton School University of Pennsylvania,64966,BA,1982-01-01
Peggy Hazard,2206930,Education,Unknown Organisation,0,Certified,
