name,name_id,edu_type,university,university_id,qualification,award_date
Dave Mickelson,441368,Education,University of Washington,62785,BS,1981-01-01
Doctor Michael Frendo,441369,Education,McMaster University,61250,MS,1983-01-01
Doctor Michael Frendo,441369,Education,McMaster University,61250,PhD,1988-01-01
Doctor Michael Frendo,441369,Education,University of Western Ontario,62795,BSc,1982-01-01
Kelvyn Cullimore Sr,441370,Education,Brigham Young University,60212,BS,1957-01-01
Ron Hatch,441371,Education,University of Phoenix,94081,MBA,1991-01-01
Ron Hatch,441371,Education,Brigham Young University,60212,BS,1970-01-01
Terry Atkinson,441372,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,1983-01-01
Bob Cardon,441373,Education,Brigham Young University,60212,BA,1987-01-01
Bob Cardon,441373,Education,Brigham Young University,60212,MBA,1990-01-01
Gerard Prial,441375,Education,Marietta College,137992,BS,1977-01-01
Mark Schwarzmann,441376,Professional Qualifications,GENERAL ELECTRIC CO,12986,Certified Six Sigma Black Belt (CSSBB),
Mark Schwarzmann,441376,Education,Lafayette College,61118,AB,
Kevin Schatzle,441377,Education,University of Texas at Austin,62742,BS,1982-01-01
Bill Doyle,441378,Education,Massachusetts Institute of Technology (MIT),40436,BS,1984-01-01
Bill Doyle,441378,Education,Harvard Business School,63013,MBA,
Charles Heilbronn,441379,Education,Universit de Paris (University of Paris),63318,Masters Degree,
Charles Heilbronn,441379,Education,New York University School of Law,574794,LLM,1980-01-01
Mike Markwardt,441380,Education,Baylor University,60138,BBA,1981-01-01
Bob Pelzer,441381,Education,University of Alberta,62142,BA,1975-01-01
Bob Pelzer,441381,Education,University of Alberta,62142,LLB,1979-01-01
Doctor Patty Walker,441382,Education,University of Iowa,62375,BS,1981-01-01
Doctor Patty Walker,441382,Education,University of Iowa,62375,MD,
Doctor Patty Walker,441382,Education,University of Iowa,62375,PhD,
Doctor Patty Walker,441382,Professional Qualifications,American Academy of Dermatology (AAD),420475,Certified,
Allen Triplett,441383,Education,University of California Davis,62216,Attended,
Allen Triplett,441383,Education,University of Wyoming,62819,BS,1985-01-01
Allen Triplett,441383,Education,Siebel Institute of Technology,621494,Attended,
Michael Goldberg,441384,Education,Pennsylvania State University (Penn State University),61582,BA,1970-01-01
Michael Goldberg,441384,Education,University of Maryland School of Law (UMSL),481814,Fellow,1974-01-01
Michael Goldberg,441384,Education,University of Maryland School of Law (UMSL),481814,JD,
Charles Johnston,441385,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Charles Johnston,441385,Education,Colgate University,60399,BA,1976-01-01
Charles Johnston,441385,Education,Tuck School of Business at Dartmouth (Amos Tuck School of Business Administration),632975,MBA,
Doctor Denise Scots-Knight,441386,Professional Qualifications,Institute of Directors (IOD) (UK),36364,Diploma,
