name,name_id,edu_type,university,university_id,qualification,award_date
Doctor Don Miller,1486249,Education,Florida State University,60692,BS (magna Cum Laude),1967-01-01
Doctor Don Miller,1486249,Professional Qualifications,American Board of Internal Medicine (ABIM),36377,Certified,
Doctor Don Miller,1486249,Education,Duke University,60547,MD,1973-01-01
Doctor Don Miller,1486249,Education,Duke University,60547,PhD,1973-01-01
Greg Terwilliger,1486250,Education,University of Michigan,63187,BS,1981-01-01
Greg Terwilliger,1486250,Education,Kellogg School of Management Northwestern University,77878,MBA,1988-01-01
Leonard Meyer,1486251,Professional Qualifications,Texas Board of Legal Specialization,484689,Certified,1991-01-01
Leonard Meyer,1486251,Education,Southwest Texas State University,97842,BBA,1978-01-01
Leonard Meyer,1486251,Education,University of Houston Law Center (UH),76671,JD,1981-05-01
Lee Krzyszton,1486252,Education,University of Illinois (UIC),62367,Studied,
Lee Krzyszton,1486252,Education,School of Architecture University of Virginia,1477531,Studied,
John Determann,1486254,Education,Triton College,485074,Studied,
John Determann,1486254,Education,DePaul University,60499,Studied,
Bob Rounsavall III,1486255,Education,Yale University,62981,Degree,1965-01-01
Jim Hempleman,1486256,Education,University of Illinois Urbana-Champaign (UIUC),77782,BS,1991-01-01
Jim Hempleman,1486256,Education,University of Illinois Urbana-Champaign (UIUC),77782,MS,1993-01-01
Todd Johnson,1486257,Education,Texas A&M University,62040,BBA,1989-01-01
Mike Nix,1486258,Education,University of Cincinnati,62243,AA,1980-01-01
Mike Nix,1486258,Education,University of Cincinnati,62243,BS,1981-01-01
Michael Purcell,1486259,Education,Boston University School of Management,591811,BS (cum laude),
Jacqueline Lenihan,1486260,Education,Lynchburg College,117957,BA,
Mary Ruberry,1486261,Education,DePaul University,60499,BA,
Mary Ruberry,1486261,Professional Qualifications,South Suburban College,806696,Associate Degree,
Paul Bergin,1486262,Education,Western Illinois University,63488,BA,1984-01-01
Paul Bergin,1486262,Education,Harrington College of Design,1749040,AA,1986-01-01
Steve Bykowski,1486263,Education,University of Wisconsin,63062,BS,1995-01-01
Doctor Robert Steinbock,1486264,Professional Qualifications,General Hospital Corporation (The) (Massachusetts General Hospital),41264,Studied,1982-01-01
Doctor Robert Steinbock,1486264,Education,Harvard Medical School,63348,MD (magna cum laude),1977-01-01
Doctor Robert Steinbock,1486264,Education,Harvard University,63830,AB (magna cum laude),1973-01-01
Doctor Robert Steinbock,1486264,Professional Qualifications,American Board of Radiology,489949,Certified,
James Newman Jr,1486265,Education,Upsala College,465023,BA,1968-01-01
Peter Zimmerman,1486266,Education,George Washington University,60749,BS (magna Cum Laude),2008-01-01
William Schmitz,1486267,Education,University of Michigan,63187,Attended,
William Schmitz,1486267,Education,Loyola University Chicago,1578750,Real Property Administrator (RPA),
William Schmitz,1486267,Education,Building Owners & Managers Institute International (BOMI),603859,Real Property Administrator (RPA),
Patrick Napue,1486269,Education,DeVry University,272362,MBA,2013-01-01
Patrick Napue,1486269,Education,Loyola University Chicago,1578750,BS,1992-01-01
Bill Pounders,1486270,Education,Northern Illinois University,61475,BS,1978-01-01
Bill Pounders,1486270,Professional Qualifications,Occupational Safety & Health Administration (OSHA),1572246,Certified,
Connie Kennelly,1486271,Education,Harper College,742698,Associate Degree,1991-01-01
Connie Kennelly,1486271,Professional Qualifications,Illinois Department of Financial and Professional Regulation (IDFPR),1191178,Certified,
Connie Kennelly,1486271,Education,Southern Illinois University,61879,Bachelor of Education,
Connie Kennelly,1486271,Professional Qualifications,National Council for Interior Design Qualification Inc,1072300,Certified,
Pat Moriarity,1486272,Professional Qualifications,Occupational Safety & Health Administration (OSHA),1572246,Certified,
Pat Moriarity,1486272,Professional Qualifications,American Traffic Safety Services Association (The),1668482,Certified,
Pat Moriarity,1486272,Professional Qualifications,California Stormwater Quality Association (CASQA),1882391,Certified,
Pat Moriarity,1486272,Professional Qualifications,American Heart Association Inc (AHA),45479,Certified,
Jeanne Rogers,1486273,Education,Drake University,60540,Graduated,1974-01-01
Jeanne Rogers,1486273,Professional Qualifications,National Association of Realtors (NAR),108037,Certified Commercial Investment Member (CCIM),1981-01-01
Jeanne Rogers,1486273,Professional Qualifications,Society of Industrial & Office REALTORS (SIOR),1495982,Certified,1997-01-01
Kathi Rogers,1486274,Professional Qualifications,State of Illinois,124471,Licensed Real Estate Salesperson,
Kathi Rogers,1486274,Education,Barat College,665966,BA,
