name,name_id,edu_type,university,university_id,qualification,award_date
Doctor You-Pang Wei,1522114,Education,University of Illinois Urbana-Champaign (UIUC),77782,MS,
Doctor You-Pang Wei,1522114,Education,National Taiwan University (NTU),82656,BS,1975-01-01
Doctor Ashok Sood,1522115,Education,University of Pennsylvania,62579,MS,1973-01-01
Doctor Ashok Sood,1522115,Education,University of Delhi,243736,MS (Hons),1969-01-01
Doctor Ashok Sood,1522115,Education,University of Pennsylvania,62579,PhD,1975-01-01
Doctor Ashok Sood,1522115,Education,Wharton School University of Pennsylvania,64966,Attended,
Doctor Ashok Sood,1522115,Education,University of Delhi,243736,BS (Hons),1967-01-01
Doctor Yash Puri,1522116,Education,University of Delhi,243736,MS,
Doctor Yash Puri,1522116,Education,University of Delhi,243736,MBA,
Doctor Yash Puri,1522116,Education,Indiana University,60920,DBA,
Doctor Yash Puri,1522116,Education,Indiana University,60920,MBA,
Doctor Yash Puri,1522116,Education,University of Delhi,243736,BS,
Jim Egerton,1522117,Education,University of Cambridge,60268,Advanced Diploma,2013-01-01
Jim Egerton,1522117,Education,Harvard University,63830,MA,1989-01-01
Jim Egerton,1522117,Education,Stanford University,61935,Studied,1981-01-01
Jim Egerton,1522117,Education,Evergreen State College,141871,BA,1977-01-01
Doctor Roger Welser,1522119,Education,Yale University,62981,PhD,1995-01-01
Doctor Roger Welser,1522119,Education,Swarthmore College,61976,BS,1989-01-01
Dave Clark,1522122,Education,Claremont McKenna College,87047,AB,
Dave Clark,1522122,Education,Santa Clara University,61782,MBA,
Dave Clark,1522122,Education,Stanford University,61935,Bachelor's Degree,
Erwin Trautmann,1522125,Education,Mannheim University of Applied Sciences (Hochschule Mannheim),1870723,BS,
Doctor Robert Mears,1522126,Education,Oxford University,61561,MA,
Doctor Robert Mears,1522126,Education,University of Southampton,62672,PhD,
Doctor Rinn Cleavelin,1522128,Education,Texas Tech University,62046,MS,1969-01-01
Doctor Rinn Cleavelin,1522128,Education,Texas Tech University,62046,PhD,1973-01-01
Doctor Rinn Cleavelin,1522128,Education,University of Central Oklahoma,602159,BS,1965-01-01
Ron Cope,1522129,Education,University of Dayton,62274,BSEE,
Ron Cope,1522129,Education,University of Dallas,62273,MBA,
Ron Cope,1522129,Education,Purdue University,61638,MSEE,1972-01-01
Anthony Reisig,1522131,Education,University of Kentucky,62389,BA,1981-01-01
Anthony Reisig,1522131,Education,Gatton College of Business and Economics Kentucky,82276,MBA,1983-01-01
Jimmy Rizzo,1522132,Professional Qualifications,Saint Peter's Preparatory School,1370096,Graduated,
Jimmy Rizzo,1522132,Education,Saint Peter's University (Formerly known as Saint Peter's College),2073053,BS,1981-01-01
Phil Kirk,1522133,Education,University of Chicago,42092,AB (Hons),
Phil Kirk,1522133,Education,Wharton School University of Pennsylvania,64966,MBA,2007-01-01
Greg Higgins,1522135,Education,Indiana University,60920,BSc,
Greg Higgins,1522135,Education,Indiana University,60920,MBA,
Greg Higgins,1522135,Education,Institute of Management Consultants (IMC) USA,580335,Certified Management Consultant,
Pervez Choudhry,1522137,Education,Columbia University,60434,Attended,1989-01-01
Mukesh Sharma,1522142,Education,University of Greenwich,62341,BA (Hons),1994-01-01
Mukesh Sharma,1522142,Education,Said Business School Oxford University,550360,Executive MBA,2012-01-01
David Althoff,1522144,Education,Drake University,60540,MBA,1988-01-01
David Althoff,1522144,Education,University of Iowa,62375,BBA,1986-01-01
Bernie Malofsky,1522146,Education,University of Washington,62785,PhD,1964-01-01
Bernie Malofsky,1522146,Education,California Institute of Technology (CALTECH),60243,BS,1959-01-01
James Bright,1522147,Education,Royal Holloway University of London,61723,BA (Hons),1995-01-01
Larry Andrade,1522148,Professional Qualifications,American Institute of Certified Public Accountants (AICPA),54373,Certified Public Accountant,
Larry Andrade,1522148,Professional Qualifications,Chartered Professional Accountants of Canada (CPA Canada),2017359,Chartered Accountant,1999-09-01
Larry Andrade,1522148,Professional Qualifications,Canadian Institute of Chartered Business Valuators,563093,Certified Business Valuator,
Larry Andrade,1522148,Education,Schulich School of Business York University,622327,MBA,2002-01-01
Larry Andrade,1522148,Professional Qualifications,Association of Certified Fraud Examiners (ACFE),379372,Certified Fraud Examiner,
Larry Andrade,1522148,Education,Schulich School of Business York University,622327,BBA (Hons),1997-01-01
Jim Aronoff,1522149,Education,Yale University,62981,Degree,1979-01-01
Jim Aronoff,1522149,Education,Cornell Law School,44710,Graduated,1983-01-01
David Ball,1522150,Professional Qualifications,CFA Institute (Association for Investment Management and Research prior to 2004),594747,CFA,
David Ball,1522150,Education,Georgia Institute of Technology (GIT),60751,BS,2000-01-01
David Ball,1522150,Education,Georgia Institute of Technology (GIT),60751,MBA,2004-01-01
Mike Kagnoff,1522151,Education,University of Pennsylvania,62579,BA (summa cum laude),1990-01-01
Mike Kagnoff,1522151,Education,Wharton School University of Pennsylvania,64966,BS (summa Cum Laude),1990-01-01
Mike Kagnoff,1522151,Education,Boalt Hall School of Law University of California,77693,JD,1993-01-01
Mike Murray,1522153,Education,Colgate University,60399,BA (summa cum laude),1987-01-01
Steve Heintz Jr,1522155,Education,University of Michigan,63187,Graduated,
John Barrymore,1522156,Education,London School of Economics (LSE) (London School of Economics and Political Science),38522,Certified,
John Barrymore,1522156,Education,Southern Methodist University,61882,BA,
Mark Holzer,1522158,Education,University of Wisconsin Milwaukee (UWM),79033,BS,1987-01-01
Mark Holzer,1522158,Education,Northwestern University,61494,MS,1989-01-01
Mark Holzer,1522158,Education,Thomas More College,83181,MBA,2008-01-01
Dan Beaulne,1522159,Education,University of Toronto,62752,BA,1989-01-01
Dan Beaulne,1522159,Professional Qualifications,Canadian Institute of Chartered Business Valuators,563093,Chartered Business Valuator,
Dan Beaulne,1522159,Professional Qualifications,CFA Institute (Association for Investment Management and Research prior to 2004),594747,Chartered Financial Analyst,
Dan Beaulne,1522159,Professional Qualifications,Chartered Professional Accountants of Canada (CPA Canada),2017359,CPA,
Dan Beaulne,1522159,Professional Qualifications,Corporate and Intangibles Valuation Organization LLC,2783603,Certified,
Sarah Bell,1522162,Professional Qualifications,Institute of Chartered Accountants in England and Wales (ICAEW),36362,Insolvency Practitioner (IP),
Alison Hoffman,1522170,Education,Brown University,60224,BS,1998-01-01
Doctor Perry Nisen,1522174,Education,Albert Einstein College of Medicine of Yeshiva University,41987,PhD,1982-01-01
Doctor Perry Nisen,1522174,Education,Albert Einstein College of Medicine of Yeshiva University,41987,MD,
Doctor Perry Nisen,1522174,Education,Stanford University,61935,BS,1976-01-01
Eileen McCarthy,1522182,Education,Fordham University School of Law,106197,JD,1993-01-01
Eileen McCarthy,1522182,Education,Columbia College Columbia University,60432,AB,1988-01-01
Chris Coliandris,1522185,Education,University of Nevada Reno,1286731,BS,
Chris Coliandris,1522185,Education,Babson College,60120,Executive Management Program,2001-01-01
